id;original_name;genus;species;species_auth;infrasp1_rank;infrasp1;infrasp1_auth;infrasp2_rank;infrasp2;infrasp2_auth
299;Thesium linophyllon L.;Thesium;linophyllon;L.;;;;;;
300;Thesium humifusum DC.;Thesium;humifusum;DC.;;;;;;
301;Thesium humile Vahl;Thesium;humile;Vahl;;;;;;
302;Loranthus europaeus Jacq.;Loranthus;europaeus;Jacq.;;;;;;
303;Viscum album L.;Viscum;album;L.;;;;;;
304;Viscum album L. subsp. album;Viscum;album;L.;subsp;album;;;;
305;Viscum album L. subsp. abietis (Wiesb.) Abrom.;Viscum;album;L.;subsp;abietis;(Wiesb. ) Abrom.;;;
306;Viscum album L. subsp. austriacum (Wiesb.) Vollm.;Viscum;album;L.;subsp;austriacum;(Wiesb. ) Vollm.;;;
307;Arceuthobium oxycedri (DC.) M.Bieb.;Arceuthobium;oxycedri;(DC. ) M. Bieb.;;;;;;
308;Asarum europaeum L.;Asarum;europaeum;L.;;;;;;
309;Aristolochia sempervirens L.;Aristolochia;sempervirens;L.;;;;;;
310;Aristolochia clematitis L.;Aristolochia;clematitis;L.;;;;;;
311;Aristolochia pistolochia L.;Aristolochia;pistolochia;L.;;;;;;
312;Aristolochia rotunda L.;Aristolochia;rotunda;L.;;;;;;
313;Aristolochia rotunda L. subsp. rotunda;Aristolochia;rotunda;L.;subsp;rotunda;;;;
314;Aristolochia rotunda L. subsp. insularis (E.Nardi & Arrigoni) Gamisans;Aristolochia;rotunda;L.;subsp;insularis;(E. Nardi & Arrigoni) Gamisans;;;
315;Aristolochia pallida Willd.;Aristolochia;pallida;Willd.;;;;;;
316;Aristolochia tyrrhena E.Nardi & Arrigoni;Aristolochia;tyrrhena;E. Nardi & Arrigoni;;;;;;
317;Aristolochia sicula Tineo;Aristolochia;sicula;Tineo;;;;;;
318;Aristolochia clusii Lojac.;Aristolochia;clusii;Lojac.;;;;;;
319;Aristolochia navicularis E.Nardi;Aristolochia;navicularis;E. Nardi;;;;;;
320;Aristolochia lutea Desf.;Aristolochia;lutea;Desf.;;;;;;
321;Cytinus hypocistis (L.) L. subsp. hypocistis;Cytinus;hypocistis;(L. ) L.;subsp;hypocistis;;;;
322;Cytinus ruber (Fourr.) Fritsch;Cytinus;ruber;(Fourr. ) Fritsch;;;;;;
323;Opuntia ficus-indica (L.) Mill.;Opuntia;ficusindica;(L. ) Mill.;;;;;;
324;Opuntia monacantha Haw.;Opuntia;monacantha;Haw.;;;;;;
325;Opuntia humifusa (Raf.) Raf.;Opuntia;humifusa;(Raf. ) Raf.;;;;;;
326;Opuntia tuna (L.) Mill.;Opuntia;tuna;(L. ) Mill.;;;;;;
327;Opuntia elatior Mill.;Opuntia;elatior;Mill.;;;;;;
328;Opuntia robusta H.L.Wendl. ex Pfeiff.;Opuntia;robusta;H. L. Wendl. ex Pfeiff.;;;;;;
329;Opuntia scheeri F.A.C.Weber;Opuntia;scheeri;F. A. C. Weber;;;;;;
330;Opuntia stricta (Haw.) Haw.;Opuntia;stricta;(Haw. ) Haw.;;;;;;
331;Polygonum scoparium Req. ex Loisel.;Polygonum;scoparium;Req. ex Loisel.;;;;;;
332;Polygonum equisetiforme Sm.;Polygonum;equisetiforme;Sm.;;;;;;
333;Polygonum tenorei C.Presl;Polygonum;tenorei;C. Presl;;;;;;
334;Polygonum romanum Jacq.;Polygonum;romanum;Jacq.;;;;;;
335;Polygonum maritimum L.;Polygonum;maritimum;L.;;;;;;
336;Polygonum arenarium Waldst. & Kit. subsp. pulchellum (Loisel.) Thell.;Polygonum;arenarium;Waldst. & Kit.;subsp;pulchellum;(Loisel. ) Thell.;;;
337;Polygonum aviculare L. subsp. aviculare;Polygonum;aviculare;L.;subsp;aviculare;;;;
338;Polygonum rurivagum Jord. ex Boreau;Polygonum;rurivagum;Jord. ex Boreau;;;;;;
339;Polygonum robertii Loisel.;Polygonum;robertii;Loisel.;;;;;;
340;Polygonum bellardii All.;Polygonum;bellardii;All.;;;;;;
341;Polygonum arenastrum Boreau;Polygonum;arenastrum;Boreau;;;;;;
342;Persicaria minor (Huds.) Opiz;Persicaria;minor;(Huds. ) Opiz;;;;;;
343;Persicaria mitis (Schrank) Assenov;Persicaria;mitis;(Schrank) Assenov;;;;;;
344;Persicaria hydropiper (L.) Delarbre;Persicaria;hydropiper;(L. ) Delarbre;;;;;;
345;Persicaria decipiens (R.Br.) K.L.Wilson;Persicaria;decipiens;(R. Br. ) K. L. Wilson;;;;;;
346;Persicaria lapathifolia (L.) Delarbre;Persicaria;lapathifolia;(L. ) Delarbre;;;;;;
347;Persicaria lapathifolia (L.) Delarbre subsp. lapathifolia;Persicaria;lapathifolia;(L. ) Delarbre;subsp;lapathifolia;;;;
348;Persicaria lapathifolia (L.) Delarbre subsp. pallida (With.) Á.Löve;Persicaria;lapathifolia;(L. ) Delarbre;subsp;pallida;(With. ) A. Love;;;
349;Persicaria maculosa Gray;Persicaria;maculosa;Gray;;;;;;
350;Persicaria amphibia (L.) Delarbre;Persicaria;amphibia;(L. ) Delarbre;;;;;;
351;Persicaria orientalis (L.) Spach;Persicaria;orientalis;(L. ) Spach;;;;;;
352;Persicaria nepalensis (Meisn.) H.Gross;Persicaria;nepalensis;(Meisn. ) H. Gross;;;;;;
353;Persicaria pensylvanica (L.) M.Gómez;Persicaria;pensylvanica;(L. ) M. Gomez;;;;;;
354;Persicaria capitata (Buch.-Ham. ex D.Don.) H.Gross;Persicaria;capitata;(Buch. Ham. ex D. Don. ) H. Gross;;;;;;
355;Persicaria virginiana (L.) Gaertn.;Persicaria;virginiana;(L. ) Gaertn.;;;;;;
356;Koenigia alpina (All.) T.M.Schust. & Reveal;Koenigia;alpina;(All. ) T. M. Schust. & Reveal;;;;;;
357;Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal;Koenigia;polystachya;(Wall. ex Meisn. ) T. M. Schust. & Reveal;;;;;;
358;Bistorta officinalis Delarbre;Bistorta;officinalis;Delarbre;;;;;;
359;Bistorta vivipara (L.) Delarbre;Bistorta;vivipara;(L. ) Delarbre;;;;;;
360;Fallopia convolvulus (L.) Á.Löve;Fallopia;convolvulus;(L. ) A. Love;;;;;;
361;Fallopia dumetorum (L.) Holub;Fallopia;dumetorum;(L. ) Holub;;;;;;
362;Fallopia baldschuanica (Regel) Holub;Fallopia;baldschuanica;(Regel) Holub;;;;;;
363;Reynoutria japonica Houtt.;Reynoutria;japonica;Houtt.;;;;;;
364;Reynoutria sachalinensis (F.Schmidt) Nakai;Reynoutria;sachalinensis;(F. Schmidt) Nakai;;;;;;
365;Fagopyrum esculentum Moench;Fagopyrum;esculentum;Moench;;;;;;
366;Fagopyrum tataricum (L.) Gaertn.;Fagopyrum;tataricum;(L. ) Gaertn.;;;;;;
367;Oxyria digyna (L.) Hill;Oxyria;digyna;(L. ) Hill;;;;;;
368;Rheum palmatum L.;Rheum;palmatum;L.;;;;;;
369;Rumex acetosella L.;Rumex;acetosella;L.;;;;;;
370;Rumex acetosella L. subsp. acetosella;Rumex;acetosella;L.;subsp;acetosella;;;;
371;Rumex acetosella L. subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd;Rumex;acetosella;L.;subsp;pyrenaicus;(Pourr. ex Lapeyr. ) Akeroyd;;;
372;Rumex acetosella L. subsp. multifidus (L.) Schübl. & G.Martens;Rumex;acetosella;L.;subsp;multifidus;(L. ) Schubl. & G. Martens;;;
373;Rumex lunaria L.;Rumex;lunaria;L.;;;;;;
374;Rumex scutatus L.;Rumex;scutatus;L.;;;;;;
375;Rumex scutatus L. subsp. scutatus;Rumex;scutatus;L.;subsp;scutatus;;;;
376;Rumex scutatus L. subsp. glaucescens (Guss.) Brullo, Scelsi & Spamp.;Rumex;scutatus;L.;subsp;glaucescens;(Guss. ) Brullo, Scelsi & Spamp.;;;
377;Rumex scutatus L. subsp. aetnensis (C.Presl) Cif. & Giacom.;Rumex;scutatus;L.;subsp;aetnensis;(C. Presl) Cif. & Giacom.;;;
378;Rumex tuberosus L. subsp. tuberosus;Rumex;tuberosus;L.;subsp;tuberosus;;;;
379;Rumex nivalis Hegetschw.;Rumex;nivalis;Hegetschw.;;;;;;
380;Rumex arifolius All.;Rumex;arifolius;All.;;;;;;
381;Rumex nebroides Campd.;Rumex;nebroides;Campd.;;;;;;
382;Rumex acetosa L. subsp. acetosa;Rumex;acetosa;L.;subsp;acetosa;;;;
383;Rumex thyrsiflorus Fingerh.;Rumex;thyrsiflorus;Fingerh.;;;;;;
384;Rumex intermedius DC.;Rumex;intermedius;DC.;;;;;;
385;Rumex thyrsoides Desf.;Rumex;thyrsoides;Desf.;;;;;;
386;Rumex vesicarius L.;Rumex;vesicarius;L.;;;;;;
387;Rumex alpinus L.;Rumex;alpinus;L.;;;;;;
388;Rumex confertus Willd.;Rumex;confertus;Willd.;;;;;;
389;Rumex aquaticus L.;Rumex;aquaticus;L.;;;;;;
390;Rumex hydrolapathum Huds.;Rumex;hydrolapathum;Huds.;;;;;;
391;Rumex cristatus DC.;Rumex;cristatus;DC.;;;;;;
392;Rumex kerneri Borbás;Rumex;kerneri;Borbas;;;;;;
393;Rumex patientia L. subsp. patientia;Rumex;patientia;L.;subsp;patientia;;;;
394;Rumex crispus L.;Rumex;crispus;L.;;;;;;
395;Rumex conglomeratus Murray;Rumex;conglomeratus;Murray;;;;;;
396;Rumex sanguineus L.;Rumex;sanguineus;L.;;;;;;
397;Rumex nepalensis Spreng.;Rumex;nepalensis;Spreng.;;;;;;
398;Rumex pulcher L.;Rumex;pulcher;L.;;;;;;
399;Rumex pulcher L. subsp. pulcher;Rumex;pulcher;L.;subsp;pulcher;;;;
400;Rumex pulcher L. subsp. woodsii (De Not.) Arcang.;Rumex;pulcher;L.;subsp;woodsii;(De Not. ) Arcang.;;;
401;Rumex pulcher L. subsp. suffocatus (Moris ex Bertol.) Nyman;Rumex;pulcher;L.;subsp;suffocatus;(Moris ex Bertol. ) Nyman;;;
402;Rumex dentatus L.;Rumex;dentatus;L.;;;;;;
403;Rumex obtusifolius L.;Rumex;obtusifolius;L.;;;;;;
404;Rumex obtusifolius L. subsp. obtusifolius;Rumex;obtusifolius;L.;subsp;obtusifolius;;;;
405;Rumex obtusifolius L. subsp. subalpinus (Schur) Rech.f.;Rumex;obtusifolius;L.;subsp;subalpinus;(Schur) Rech. f.;;;
406;Rumex obtusifolius L. subsp. transiens (Simonk.) Rech.f.;Rumex;obtusifolius;L.;subsp;transiens;(Simonk. ) Rech. f.;;;
407;Rumex obtusifolius L. subsp. sylvestris (Wallr. ex Becker) ?elak.;Rumex;obtusifolius;L.;subsp;sylvestris;(Wallr. ex Becker) Celak.;;;
408;Rumex palustris Sm.;Rumex;palustris;Sm.;;;;;;
409;Rumex maritimus L.;Rumex;maritimus;L.;;;;;;
410;Rumex bucephalophorus L.;Rumex;bucephalophorus;L.;;;;;;
411;Rumex bucephalophorus L. subsp. bucephalophorus;Rumex;bucephalophorus;L.;subsp;bucephalophorus;;;;
412;Rumex bucephalophorus L. subsp. gallicus (Steinh.) Rech.f.;Rumex;bucephalophorus;L.;subsp;gallicus;(Steinh. ) Rech. f.;;;
413;Rumex bucephalophorus L. subsp. hispanicus (Steinh.) Rech.f.;Rumex;bucephalophorus;L.;subsp;hispanicus;(Steinh. ) Rech. f.;;;
414;Rumex longifolius DC.;Rumex;longifolius;DC.;;;;;;
415;Rumex spinosus L.;Rumex;spinosus;L.;;;;;;
416;Polycnemum arvense L.;Polycnemum;arvense;L.;;;;;;
417;Polycnemum majus A.Braun;Polycnemum;majus;A. Braun;;;;;;
418;Beta vulgaris L.;Beta;vulgaris;L.;;;;;;
419;Beta vulgaris L. subsp. vulgaris;Beta;vulgaris;L.;subsp;vulgaris;;;;
420;Beta vulgaris L. subsp. maritima (L.) Arcang.;Beta;vulgaris;L.;subsp;maritima;(L. ) Arcang.;;;
421;Beta macrocarpa Guss.;Beta;macrocarpa;Guss.;;;;;;
422;Beta trigyna Waldst. & Kit.;Beta;trigyna;Waldst. & Kit.;;;;;;
423;Patellifolia procumbens (C.Sm.) A.J.Scott;Patellifolia;procumbens;(C. Sm. ) A. J. Scott;;;;;;
424;Dysphania botrys (L.) Mosyakin & Clemants;Dysphania;botrys;(L. ) Mosyakin & Clemants;;;;;;
425;Teloxys aristata (L.) Moq.;Teloxys;aristata;(L. ) Moq.;;;;;;
426;Dysphania ambrosioides (L.) Mosyakin & Clemants;Dysphania;ambrosioides;(L. ) Mosyakin & Clemants;;;;;;
427;Dysphania multifida (L.) Mosyakin & Clemants;Dysphania;multifida;(L. ) Mosyakin & Clemants;;;;;;
428;Blitum bonus-henricus (L.) Rchb.;Blitum;bonushenricus;(L. ) Rchb.;;;;;;
429;Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch;Oxybasis;glauca;(L. ) S. Fuentes, Uotila & Borsch;;;;;;
430;Oxybasis rubra (L.) S.Fuentes, Uotila & Borsch;Oxybasis;rubra;(L. ) S. Fuentes, Uotila & Borsch;;;;;;
431;Oxybasis chenopodioides (L.) S.Fuentes, Uotila & Borsch;Oxybasis;chenopodioides;(L. ) S. Fuentes, Uotila & Borsch;;;;;;
432;Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch;Chenopodiastrum;hybridum;(L. ) S. Fuentes, Uotila & Borsch;;;;;;
433;Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch;Lipandra;polysperma;(L. ) S. Fuentes, Uotila & Borsch;;;;;;
434;Chenopodium vulvaria L.;Chenopodium;vulvaria;L.;;;;;;
435;Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch;Oxybasis;urbica;(L. ) S. Fuentes, Uotila & Borsch;;;;;;
436;Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch;Chenopodiastrum;murale;(L. ) S. Fuentes, Uotila & Borsch;;;;;;
437;Chenopodium ficifolium Sm.;Chenopodium;ficifolium;Sm.;;;;;;
438;Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz;Chenopodium;opulifolium;Schrad. ex W. D. J. Koch & Ziz;;;;;;
439;Chenopodium album L.;Chenopodium;album;L.;;;;;;
440;Chenopodium album L. subsp. album;Chenopodium;album;L.;subsp;album;;;;
441;Chenopodium pedunculare Bertol.;Chenopodium;pedunculare;Bertol.;;;;;;
442;Chenopodium album L. subsp. borbasii (Murr) Soó;Chenopodium;album;L.;subsp;borbasii;(Murr) Soo;;;
443;Chenopodium suecicum Murr;Chenopodium;suecicum;Murr;;;;;;
444;Blitum virgatum L. subsp. virgatum;Blitum;virgatum;L.;subsp;virgatum;;;;
445;Blitum capitatum L.;Blitum;capitatum;L.;;;;;;
446;Chenopodium probstii Aellen;Chenopodium;probstii;Aellen;;;;;;
447;Dysphania atriplicifolia (Spreng.) G.Kadereit, Sukhor. & Uotila;Dysphania;atriplicifolia;(Spreng. ) G. Kadereit, Sukhor. & Uotila;;;;;;
448;Spinacia oleracea L. subsp. oleracea;Spinacia;oleracea;L.;subsp;oleracea;;;;
449;Atriplex halimus L.;Atriplex;halimus;L.;;;;;;
450;Atriplex glauca L.;Atriplex;glauca;L.;;;;;;
451;Atriplex mollis Desf.;Atriplex;mollis;Desf.;;;;;;
452;Atriplex hortensis L. subsp. hortensis;Atriplex;hortensis;L.;subsp;hortensis;;;;
453;Atriplex hortensis L. subsp. nitens (Schkuhr) E.Pons;Atriplex;hortensis;L.;subsp;nitens;(Schkuhr) E. Pons;;;
454;Atriplex oblongifolia Waldst. & Kit.;Atriplex;oblongifolia;Waldst. & Kit.;;;;;;
455;Atriplex rosea L.;Atriplex;rosea;L.;;;;;;
456;Atriplex tatarica L.;Atriplex;tatarica;L.;;;;;;
457;Atriplex tornabenei Tineo ex Guss. subsp. tornabenei;Atriplex;tornabenei;Tineo ex Guss.;subsp;tornabenei;;;;
458;Atriplex littoralis L.;Atriplex;littoralis;L.;;;;;;
459;Atriplex patula L.;Atriplex;patula;L.;;;;;;
460;Atriplex prostrata Boucher ex DC.;Atriplex;prostrata;Boucher ex DC.;;;;;;
461;Halimione portulacoides (L.) Aellen;Halimione;portulacoides;(L. ) Aellen;;;;;;
462;Atriplex micrantha Ledeb. subsp. micrantha;Atriplex;micrantha;Ledeb.;subsp;micrantha;;;;
463;Camphorosma monspeliaca L. subsp. monspeliaca;Camphorosma;monspeliaca;L.;subsp;monspeliaca;;;;
464;Bassia hyssopifolia (Pall.) Kuntze;Bassia;hyssopifolia;(Pall. ) Kuntze;;;;;;
465;Spirobassia hirsuta (L.) Freitag & G.Kadereit;Spirobassia;hirsuta;(L. ) Freitag & G. Kadereit;;;;;;
466;Bassia prostrata (L.) Beck;Bassia;prostrata;(L. ) Beck;;;;;;
467;Eokochia saxicola (Guss.) Freitag & G.Kadereit;Eokochia;saxicola;(Guss. ) Freitag & G. Kadereit;;;;;;
468;Bassia laniflora (S.G.Gmel.) A.J.Scott;Bassia;laniflora;(S. G. Gmel. ) A. J. Scott;;;;;;
469;Bassia scoparia (L.) Voss;Bassia;scoparia;(L. ) Voss;;;;;;
470;Corispermum marschallii Steven;Corispermum;marschallii;Steven;;;;;;
471;Corispermum hyssopifolium L. group;Corispermum;hyssopifolium;L. group;;;;;;
472;Halopeplis amplexicaulis (Vahl) Ces., Pass. & Gibelli;Halopeplis;amplexicaulis;(Vahl) Ces. , Pass. & Gibelli;;;;;;
473;Halocnemum strobilaceum (Pall.) M.Bieb.;Halocnemum;strobilaceum;(Pall. ) M. Bieb.;;;;;;
474;Salicornia perennis Mill. subsp. perennis;Salicornia;perennis;Mill.;subsp;perennis;;;;
475;Salicornia fruticosa (L.) L.;Salicornia;fruticosa;(L. ) L.;;;;;;
476;Arthrocaulon macrostachyum (Moric.) Piirainen & G.Kadereit;Arthrocaulon;macrostachyum;(Moric. ) Piirainen & G. Kadereit;;;;;;
477;Salicornia perennans Willd. subsp. perennans;Salicornia;perennans;Willd.;subsp;perennans;;;;
478;Salicornia procumbens Sm. subsp. procumbens;Salicornia;procumbens;Sm.;subsp;procumbens;;;;
479;Suaeda vera J.F.Gmel.;Suaeda;vera;J. F. Gmel.;;;;;;
480;Suaeda vermiculata Forssk. ex J.F.Gmel.;Suaeda;vermiculata;Forssk. ex J. F. Gmel.;;;;;;
481;Suaeda maritima (L.) Dumort.;Suaeda;maritima;(L. ) Dumort.;;;;;;
482;Suaeda splendens (Pourr.) Gren. & Godr.;Suaeda;splendens;(Pourr. ) Gren. & Godr.;;;;;;
483;Suaeda pelagica Bartolo, Brullo & Pavone;Suaeda;pelagica;Bartolo, Brullo & Pavone;;;;;;
484;Soda inermis Fourr.;Soda;inermis;Fourr.;;;;;;
485;Salsola kali L.;Salsola;kali;L.;;;;;;
486;Salsola tragus L.;Salsola;tragus;L.;;;;;;
487;Salsola squarrosa Steven ex Moq. subsp. controversa (Tod. ex Lojac.) Mosyakin;Salsola;squarrosa;Steven ex Moq.;subsp;controversa;(Tod. ex Lojac. ) Mosyakin;;;
488;Caroxylon vermiculatum (L.) Akhani & E.H.Roalson;Caroxylon;vermiculatum;(L. ) Akhani & E. H. Roalson;;;;;;
489;Caroxylon agrigentinum (Guss.) C.Brullo, Brullo, Giusso, Guarino & Iamonico;Caroxylon;agrigentinum;(Guss. ) C. Brullo, Brullo, Giusso, Guarino & Iamonico;;;;;;
490;Soda oppositifolia (Desf.) Akhani;Soda;oppositifolia;(Desf. ) Akhani;;;;;;
491;Halogeton sativus (L.) Moq.;Halogeton;sativus;(L. ) Moq.;;;;;;
492;Celosia argentea L.;Celosia;argentea;L.;;;;;;
493;Amaranthus hybridus L. subsp. caudatus (L.) Iamonico & Galasso;Amaranthus;hybridus;L.;subsp;caudatus;(L. ) Iamonico & Galasso;;;
494;Amaranthus hybridus L. subsp. cruentus (L.) Thell.;Amaranthus;hybridus;L.;subsp;cruentus;(L. ) Thell.;;;
495;Amaranthus hybridus L. subsp. hybridus;Amaranthus;hybridus;L.;subsp;hybridus;;;;
496;Amaranthus bouchonii Thell.;Amaranthus;bouchonii;Thell.;;;;;;
497;Amaranthus retroflexus L.;Amaranthus;retroflexus;L.;;;;;;
498;Amaranthus polygonoides L.;Amaranthus;polygonoides;L.;;;;;;
499;Amaranthus blitoides S.Watson;Amaranthus;blitoides;S. Watson;;;;;;
500;Amaranthus crispus (Lesp. & Thévenau) A.Braun ex S.Watson & J.M.Coult.;Amaranthus;crispus;(Lesp. & Thevenau) A. Braun ex S. Watson & J. M. Coult.;;;;;;
501;Amaranthus muricatus (Moq.) Gillies ex Hieron.;Amaranthus;muricatus;(Moq. ) Gillies ex Hieron.;;;;;;
502;Amaranthus albus L.;Amaranthus;albus;L.;;;;;;
503;Amaranthus graecizans L. subsp. silvestris (Vill.) Brenan;Amaranthus;graecizans;L.;subsp;silvestris;(Vill. ) Brenan;;;
504;Amaranthus tricolor L.;Amaranthus;tricolor;L.;;;;;;
505;Amaranthus deflexus L.;Amaranthus;deflexus;L.;;;;;;
506;Amaranthus viridis L.;Amaranthus;viridis;L.;;;;;;
507;Amaranthus blitum L. subsp. blitum;Amaranthus;blitum;L.;subsp;blitum;;;;
508;Amaranthus spinosus L.;Amaranthus;spinosus;L.;;;;;;
509;Amaranthus tuberculatus (Moq.) J.D.Sauer;Amaranthus;tuberculatus;(Moq. ) J. D. Sauer;;;;;;
510;Amaranthus acutilobus Uline & W.L.Bray;Amaranthus;acutilobus;Uline & W. L. Bray;;;;;;
511;Amaranthus hybridus L. subsp. hypochondriacus (L.) Thell.;Amaranthus;hybridus;L.;subsp;hypochondriacus;(L. ) Thell.;;;
512;Amaranthus powellii S.Watson;Amaranthus;powellii;S. Watson;;;;;;
513;Achyranthes aspera L.;Achyranthes;aspera;L.;;;;;;
514;Achyranthes sicula (L.) All.;Achyranthes;sicula;(L. ) All.;;;;;;
515;Alternanthera pungens Kunth;Alternanthera;pungens;Kunth;;;;;;
516;Alternanthera philoxeroides (Mart.) Griseb.;Alternanthera;philoxeroides;(Mart. ) Griseb.;;;;;;
517;Gomphrena globosa L.;Gomphrena;globosa;L.;;;;;;
518;Mirabilis jalapa L.;Mirabilis;jalapa;L.;;;;;;
519;Mirabilis longiflora L.;Mirabilis;longiflora;L.;;;;;;
520;Mirabilis nyctaginea (Michx.) MacMill.;Mirabilis;nyctaginea;(Michx. ) MacMill.;;;;;;
521;Boerhavia repens L. subsp. diandra (L.) Maire & Weiller;Boerhavia;repens;L.;subsp;diandra;(L. ) Maire & Weiller;;;
522;Phytolacca americana L.;Phytolacca;americana;L.;;;;;;
523;Phytolacca dioica L.;Phytolacca;dioica;L.;;;;;;
524;Aizoanthemopsis hispanicum (L.) Klak;Aizoanthemopsis;hispanicum;(L. ) Klak;;;;;;
525;Carpobrotus acinaciformis (L.) L.Bolus;Carpobrotus;acinaciformis;(L. ) L. Bolus;;;;;;
526;Carpobrotus edulis (L.) N.E.Br.;Carpobrotus;edulis;(L. ) N. E. Br.;;;;;;
527;Mesembryanthemum nodiflorum L.;Mesembryanthemum;nodiflorum;L.;;;;;;
528;Mesembryanthemum cristallinum L.;Mesembryanthemum;cristallinum;L.;;;;;;
529;Drosanthemum hispidum (L.) Schwantes;Drosanthemum;hispidum;(L. ) Schwantes;;;;;;
530;Mesembryanthemum cordifolium L.f.;Mesembryanthemum;cordifolium;L. f.;;;;;;
531;Mollugo verticillata L.;Mollugo;verticillata;L.;;;;;;
532;Hypertelis cerviana (L.) Thulin;Hypertelis;cerviana;(L. ) Thulin;;;;;;
533;Glinus lotoides L.;Glinus;lotoides;L.;;;;;;
534;Tetragonia tetragonoides (Pall.) Kuntze;Tetragonia;tetragonoides;(Pall. ) Kuntze;;;;;;
535;Portulaca oleracea L.;Portulaca;oleracea;L.;;;;;;
536;Portulaca grandiflora Hook.;Portulaca;grandiflora;Hook.;;;;;;
537;Montia fontana L.;Montia;fontana;L.;;;;;;
538;Montia hallii (A.Gray) Greene;Montia;hallii;(A. Gray) Greene;;;;;;
539;Montia variabilis (Walters) Landolt;Montia;variabilis;(Walters) Landolt;;;;;;
540;Montia arvensis Wallr.;Montia;arvensis;Wallr.;;;;;;
541;Claytonia perfoliata Donn ex Willd.;Claytonia;perfoliata;Donn ex Willd.;;;;;;
542;Anredera cordifolia (Ten.) Steenis;Anredera;cordifolia;(Ten. ) Steenis;;;;;;
543;Arenaria aggregata (L.) Loisel. subsp. aggregata;Arenaria;aggregata;(L. ) Loisel.;subsp;aggregata;;;;
544;Arenaria grandiflora L. subsp. grandiflora;Arenaria;grandiflora;L.;subsp;grandiflora;;;;
545;Arenaria bertolonii Fiori;Arenaria;bertolonii;Fiori;;;;;;
546;Arenaria huteri A.Kern.;Arenaria;huteri;A. Kern.;;;;;;
547;Arenaria balearica L.;Arenaria;balearica;L.;;;;;;
548;Arenaria biflora L.;Arenaria;biflora;L.;;;;;;
549;Arenaria ciliata L.;Arenaria;ciliata;L.;;;;;;
550;Arenaria ciliata L. subsp. ciliata;Arenaria;ciliata;L.;subsp;ciliata;;;;
551;Arenaria multicaulis L.;Arenaria;multicaulis;L.;;;;;;
552;Arenaria serpyllifolia L. subsp. serpyllifolia;Arenaria;serpyllifolia;L.;subsp;serpyllifolia;;;;
553;Arenaria marschlinsii W.D.J.Koch;Arenaria;marschlinsii;W. D. J. Koch;;;;;;
554;Arenaria leptoclados (Rchb.) Guss. subsp. leptoclados;Arenaria;leptoclados;(Rchb. ) Guss.;subsp;leptoclados;;;;
555;Moehringia trinervia (L.) Clairv.;Moehringia;trinervia;(L. ) Clairv.;;;;;;
556;Moehringia pentandra J.Gay;Moehringia;pentandra;J. Gay;;;;;;
557;Moehringia ciliata (Scop.) Dalla Torre;Moehringia;ciliata;(Scop. ) Dalla Torre;;;;;;
558;Moehringia glaucovirens Bertol.;Moehringia;glaucovirens;Bertol.;;;;;;
559;Moehringia dielsiana Mattf.;Moehringia;dielsiana;Mattf.;;;;;;
560;Moehringia lebrunii Merxm.;Moehringia;lebrunii;Merxm.;;;;;;
561;Moehringia bavarica (L.) Gren.;Moehringia;bavarica;(L. ) Gren.;;;;;;
562;Moehringia insubrica Degen;Moehringia;insubrica;Degen;;;;;;
563;Moehringia sedoides (Pers.) Ugo Cumino ex Loisel.;Moehringia;sedoides;(Pers. ) Ugo Cumino ex Loisel.;;;;;;
564;Moehringia papulosa Bertol.;Moehringia;papulosa;Bertol.;;;;;;
565;Moehringia tommasinii Marches.;Moehringia;tommasinii;Marches.;;;;;;
566;Moehringia markgrafii Merxm. & Gutermann;Moehringia;markgrafii;Merxm. & Gutermann;;;;;;
567;Moehringia muscosa L.;Moehringia;muscosa;L.;;;;;;
568;Moehringia concarenae F.Fen. & F.Martini;Moehringia;concarenae;F. Fen. & F. Martini;;;;;;
569;Sabulina viscosa (Schreb.) Rchb.;Sabulina;viscosa;(Schreb. ) Rchb.;;;;;;
570;Sabulina tenuifolia (L.) Rchb. subsp. tenuifolia;Sabulina;tenuifolia;(L. ) Rchb.;subsp;tenuifolia;;;;
571;Sabulina mediterranea (Ledeb. ex Link) Rchb. subsp. mediterranea;Sabulina;mediterranea;(Ledeb. ex Link) Rchb.;subsp;mediterranea;;;;
572;Minuartia rubra (Scop.) McNeill;Minuartia;rubra;(Scop. ) McNeill;;;;;;
573;Minuartia rostrata (Pers.) Rchb.;Minuartia;rostrata;(Pers. ) Rchb.;;;;;;
574;Minuartia glomerata (M.Bieb.) Degen subsp. trichocalycina (Ten. & Guss.) F.Conti;Minuartia;glomerata;(M. Bieb. ) Degen;subsp;trichocalycina;(Ten. & Guss. ) F. Conti;;;
575;Minuartia recurva (All.) Schinz & Thell.;Minuartia;recurva;(All. ) Schinz & Thell.;;;;;;
